name,price
Open Box Terryza Mini Computer Stick - WIN 10 8GB RAM T6 128GB SSD,150.00
Dell Optiplex 780 Computer 3.0Ghz 4GB Ram 250GB Windows 10 Pro B780-3,69.99
Dell OptiPlex 7050 SFF Intel i5-6500 3.2GHz 8GB Ram 256GB SSD Windows 10 Pro,199.99
Computer Gaming PC Case,80.00
Dell XPS 8940 i7-11700 32Gb RAM 512GB SSD+1TB HDD WiFi (Integrated Graphics),719.00
"Acer Chromebase 21.5"" HD All-in-one Desktop DC221HQ NVIDIA 4GB - 16GB",99.99
Dell OptiPlex SFF Desktop Computer i5 16GB 2TB 512GB SSD 22in LCD Windows 10 PC,129.95
Dell Optiplex GX110 Desktop computer / 5 pci slots / p3 intel pentium 3 - Retro,129.99
Dell OptiPlex Desktop Computer PC Core 2 Duo 4GB 160GB HDD Windows 10 Home,94.44
"Dell Dual LCD Desktop PC Core i5 8GB 500GB HD Dual 19"" LCD Windows 10 Pro Wi-Fi",219.99
Zotac Mini PC AMD FX-7600P 2.7GHZ 4GB RAM NO HDD GS-B280-0001,60.99
"i5 Desktop SSD Dell Computer PC 3.2GHz 8GB RAM 256GB 22"" LCD Windows 10 Home",155.98
Up to 16GB / 256GB SSD - HP EliteDesk 705 G2 AMD 6th Gen A8-8600B Desktop Mini,158.00
Dell OptiPlex 9020 All in One Computer i7-4770S 3.4GHz 4GB RAM 500GB HDD NO OS,139.95
Dell Optiplex XE3 Tower Computer i5-8600 3.1Ghz 6Core 16GB 1TB Wi-Fi DVDR Win11P,399.99
"WIN 10 PRO Computer HP PRO 6300 SFF i5 3.2GHz 4Gb 500Gb Bluetooth 17"" LCD Monito",109.00
HP Pavilion TG01 GAMING PC i5-10400 8GB 256GB SSD 4GB GTX 1650 W10,300.00
Acer ASPIRE TC-710 i7-6700 @3.40GHz 16GB RAM 2TB HDD WINDOWS 10 PRO,365.00
HP PAVILION 590-p0127c Desktop - i3-8100 CPU✔8GB RAM + 16GB OPTANE✔1TB HDD✔WIN10,197.99
Dell Desktop Computer Bundle | WiFi | Dual Core CPU | 8GB | 500GB | Windows 10,149.00
,659.00
"🔥Dell XPS 8900 Desktop🔥 I7-6700 8GB Ram, Read Description ",99.99
Lenovo ThinkCentre M70s  Desktop Computer - Intel Core i5 10th Gen i5 256 GB SSD,650.00
Home Office Computer,225.00
Dell Optiplex Quad Desktop USFF  i7-4770 3.2GHZ 16GB 512gb SSD WIFI Win 10 PRO ,289.99
AMD Quad Core 4GB DVDRW Windows XP PC Computer 32 bit w/Parallel Serial PCI,399.99
